latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
29.67496,-96.26756,29.67496,-96.26756,Harvey Aug 2017,Debris,Fair: +/- 0.20 ft,local control point,RT-GNSS,Jeremy McDowell,Not marked,Handheld GPS,NAD83,Adam Baldwin,Adam Baldwin,TXCOL22022,"1206 APC NWR Road, Eagle Lake, TX. (protected site - call for permission)",,,TX,Colorado County,,No,29.67496,-96.26756,25114,San Bernard River,22022,180,2,3,debris line near hwm1,9/22/2017 5:00:00 AM,178.16,1,6,N/A,8938,8,,1,5780,,Riverine,9/22/2017 5:00:00 AM,1,2,1839,1839,0.0237,0.2,hwm3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.7029,-96.19885,29.7029,-96.19885,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,local control point,RT-GNSS,Jeremy McDowell,Paint,RT-GNSS,NAD83,Adam Baldwin,Adam Baldwin,TXAUS23138,"Located in vicinity of 4850-4978 FM 3013, Sealy, TX.
Located 2.1 miles west of intersection of FM 3538 and FM 3013 on FM 3013.",,Not Defined,TX,Austin County,,No,29.7029,-96.19885,25116,gulf of mexico,23138,180,2,2,"Lat 29.70290 Long -96.19885
East side of bridge on side of road with telephone poles, mark is located on beam by apron of bridge (right side of road as traveling west).",9/22/2017 5:00:00 AM,172.1,1,6,N/A,8943,3,,6,5782,,Riverine,9/12/2017 5:00:00 AM,1,2,1839,1839,0.0237,0.1,hwm1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.7019,-96.19994,29.7019,-96.19994,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,local control point,RT-GNSS,Jeremy McDowell,Paint,RT-GNSS,NAD83,Adam Baldwin,Adam Baldwin,TXAUS23138,"Located in vicinity of 4850-4978 FM 3013, Sealy, TX.
Located 2.1 miles west of intersection of FM 3538 and FM 3013 on FM 3013.",,Not Defined,TX,Austin County,,No,29.7029,-96.19885,25117,gulf of mexico,23138,180,2,2,"Lat 29.70190 Long -96.19994
West side of bridge on side of road with telephone poles, mark is located on beam by apron of bridge (right side of road as traveling west).",9/22/2017 5:00:00 AM,172.44,1,6,N/A,8944,3,,6,5782,,Riverine,9/12/2017 5:00:00 AM,1,2,1839,1839,0.0237,0.1,hwm2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.66113,-96.24314,29.66113,-96.24314,Harvey Aug 2017,Debris,Fair: +/- 0.20 ft,local control point,RT-GNSS,Jeremy McDowell,Nail,RT-GNSS,NAD83,Adam Baldwin,Adam Baldwin,TXCOL23139,"Located by bridge on FM 3013 marking the boundary between Austin and Colorado Co. 
Located 1.5 miles southwest of intersection of FM 3013 and Newman Rd. on FM 3013.",,Not Defined,TX,Colorado County,,No,29.66113,-96.24314,25118,gulf of mexico,23139,180,2,3,"Lat 29.66113 Long -96.24314
Located on east side of bridge on left side of road as traveling west.
Mark located on fence post along fence line.",9/22/2017 5:00:00 AM,169.56,1,6,N/A,8951,5,,6,5786,,Riverine,9/12/2017 5:00:00 AM,1,2,1839,1839,0.0237,0.2,hwm1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.65916,-96.24536,29.65916,-96.24536,Harvey Aug 2017,Mud,Good: +/- 0.10 ft,local control point,RT-GNSS,Jeremy McDowell,Paint,RT-GNSS,NAD83,Adam Baldwin,Adam Baldwin,TXCOL23139,"Located by bridge on FM 3013 marking the boundary between Austin and Colorado Co. 
Located 1.5 miles southwest of intersection of FM 3013 and Newman Rd. on FM 3013.",,Not Defined,TX,Colorado County,,No,29.66113,-96.24314,25119,gulf of mexico,23139,180,1,2,"Lat 29.65916 Long -96.24536
Located on west side of bridge on right side of road as traveling west. Mark located on apron of bridge.",9/22/2017 5:00:00 AM,169.51,1,6,N/A,8952,3,,6,5786,,Riverine,9/12/2017 5:00:00 AM,1,2,1839,1839,0.0237,0.1,hwm2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.62217,-96.22569,29.62217,-96.22569,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,local control point,RT-GNSS,Jeremy McDowell,Nail,RT-GNSS,NAD83,Adam Baldwin,Adam Baldwin,TXCOL23140,"Ranch behind old mill, located 0.8 miles north of intersection of CR 210B and Cassidy Rd. on Cassidy Rd.",,Not Defined,TX,Colorado County,,No,29.62217,-96.22569,25120,gulf of mexico,23140,180,2,2,"Lat  29.62217 Long -96.22569
Located on pole by right side of gate that leads into pond on right side of road about 150 feet after first turn.",9/23/2017 5:00:00 AM,156.53,1,6,N/A,8963,5,,6,5791,,Riverine,9/12/2017 5:00:00 AM,1,2,1839,1839,0.0237,0.1,hwm1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.62384,-96.22586,29.62384,-96.22586,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,local control point,RT-GNSS,Jeremy McDowell,Nail,RT-GNSS,NAD83,Adam Baldwin,Adam Baldwin,TXCOL23140,"Ranch behind old mill, located 0.8 miles north of intersection of CR 210B and Cassidy Rd. on Cassidy Rd.",,Not Defined,TX,Colorado County,,No,29.62217,-96.22569,25121,gulf of mexico,23140,180,2,2,"Lat 29.62384 Long -96.22586
Located on post on right side of road at first right turn in the ranch.",9/23/2017 5:00:00 AM,156.79,1,6,N/A,8961,5,,6,5791,,Riverine,9/12/2017 5:00:00 AM,1,2,1839,1839,0.0237,0.1,hwm2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.6297,-96.14496,29.6297,-96.14496,Harvey Aug 2017,Seed line,Good: +/- 0.10 ft,local control point,RT-GNSS,Jeremy McDowell,Paint,RT-GNSS,NAD83,Adam Baldwin,Adam Baldwin,TXWHA23141,Located on San Bernard River 1 mile west of intersection of FM 1093 and TX 36.,,Not Defined,TX,Wharton County,,No,29.6297,-96.14496,25122,gulf of mexico,23141,180,5,2,"Lat 29.6297 Long -96.14496
Located on east end of bridge on right side of road as traveling east, on bridge beam by apron by sign reading ""Austin County"".",9/23/2017 5:00:00 AM,141.59,1,6,N/A,8966,3,,6,5793,,Riverine,9/12/2017 5:00:00 AM,1,2,1839,1839,0.0237,0.1,hwm2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.6221,-96.14633,29.6221,-96.14633,Harvey Aug 2017,Other (Note in Description box),Good: +/- 0.10 ft,local control point,RT-GNSS,Jeremy McDowell,Paint,RT-GNSS,NAD83,Adam Baldwin,Adam Baldwin,TXWHA23141,Located on San Bernard River 1 mile west of intersection of FM 1093 and TX 36.,,Not Defined,TX,Wharton County,,No,29.6297,-96.14496,25123,gulf of mexico,23141,180,9,2,"Debris line? - 29.62210 -96.14633
Located on west end of bridge on right side of road as traveling east, on bridge beam by apron by yellow sign.",9/23/2017 5:00:00 AM,141.43,1,6,N/A,8967,3,,6,5793,,Riverine,9/12/2017 5:00:00 AM,1,2,1839,1839,0.0237,0.1,hwm1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.6018,-96.0897,29.6018,-96.0897,Harvey Aug 2017,Debris,Fair: +/- 0.20 ft,local control point,RT-GNSS,Jeremy McDowell,Paint,RT-GNSS,NAD83,Adam Baldwin,Adam Baldwin,TXWHA23143,"lat 29.6018, long -96.0897 - Rt 60 bridge at San Bernard River",,Not Defined,TX,Wharton County,,No,29.6018,-96.0897,25124,gulf of mexico,23143,180,2,3,painted line - debris line on southeastern bridge apron,9/23/2017 5:00:00 AM,127.97,1,6,N/A,8968,3,,6,5794,,Riverine,9/23/2017 5:00:00 AM,1,2,1839,1839,0.0237,0.2,hwm1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.6018,-96.0897,29.6018,-96.0897,Harvey Aug 2017,Mud,Fair: +/- 0.20 ft,local control point,RT-GNSS,Jeremy McDowell,Paint,RT-GNSS,NAD83,Adam Baldwin,Adam Baldwin,TXWHA23143,"lat 29.6018, long -96.0897 - Rt 60 bridge at San Bernard River",,Not Defined,TX,Wharton County,,No,29.6018,-96.0897,25126,gulf of mexico,23143,180,1,3,"painted line - mudline near southeastern bridge apron, leveled over to a point on bridge",9/23/2017 5:00:00 AM,128.35,1,6,N/A,10215,3,,6,5794,,Riverine,9/23/2017 5:00:00 AM,1,2,1839,1839,0.0237,0.2,hwm2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.0362,-94.14828,30.0362,-94.14828,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Marker,Handheld GPS,NAD83,Trent Baldwin,Trent Baldwin,TXJEF22136,Hillebrandt Bayou at Fannett Rd. Gaging station belonging to Jefferson County Drainage District #6 at site (station 2300).,,,TX,Jefferson County,,No,30.036222,-94.148288,25152,Hillebrandt Bayou,22136,180,5,1,Excellent seed line 1.42' below top of downstream left wingwall of bridge.,9/23/2017 5:00:00 AM,13.17,2,6,Left,10015,4,0.9,1,6658,,Riverine,9/23/2017 5:00:00 AM,1,2,1727,1727,0.01,0.02,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.919934,-94.162808,29.919934,-94.162808,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Marker,Handheld GPS,NAD83,Trent Baldwin,Trent Baldwin,TXJEF22124,Canal @ Labelle Road,,,TX,Jefferson County,,No,29.920133,-94.162818,25153,Canal,22124,180,5,1,Excellent seed line on downstream headwall of culvert near right corner. Seed line is 1.24' below top of headwall.,9/23/2017 5:00:00 AM,14.89,2,6,Right,10004,4,2,1,6655,,Riverine,9/23/2017 5:00:00 AM,1,2,1727,1727,0.01,0.02,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.92819,-94.110616,29.92819,-94.110616,Harvey Aug 2017,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Marker,Handheld GPS,NAD83,Trent Baldwin,Trent Baldwin,TXJEF22128,Hillebrandt Bayou at Hillebrandt Road,,,TX,Jefferson County,,No,29.9296,-94.109663,25154,Hillebrandt Bayou,22128,180,5,3,Fair seed line 0.43' below top of wooden guardrail brace on southeast end of bridge.,9/23/2017 5:00:00 AM,9.85,2,6,N/A,10008,4,1.8,1,6656,,Riverine,9/23/2017 5:00:00 AM,1,2,1727,1727,0.01,0.1,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.06345,-94.2177,30.06345,-94.2177,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Stake,Handheld GPS,NAD83,Trent Baldwin,Trent Baldwin,TXJEF22150,Willow Marsh Bayou at Highway 90,,,TX,Jefferson County,,No,30.063778,-94.218149,25155,Willow Marsh Bayou,22150,180,2,2,Good drift line at downstream left abutment of downstream bridge.,9/24/2017 5:00:00 AM,26.34,2,6,N/A,9989,7,0,1,6650,,Riverine,9/24/2017 5:00:00 AM,1,2,1727,1727,0.01,0.2,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.06013,-94.165,30.06013,-94.165,Harvey Aug 2017,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail,Handheld GPS,NAD83,Trent Baldwin,Trent Baldwin,TXJEF22141,Janes Gully at Langham Rd.,,,TX,Jefferson County,,No,30.060095,-94.165041,25156,Janes Gully,22141,180,5,2,"Fair seed line in 10"" oak tree on downstream left floodplain.",9/24/2017 5:00:00 AM,20.02,2,6,Left,9992,5,3.4,1,6652,,Riverine,9/24/2017 5:00:00 AM,1,2,1727,1727,0.01,0.1,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.060095,-94.165041,30.060095,-94.165041,Harvey Aug 2017,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail,Handheld GPS,NAD83,Trent Baldwin,Trent Baldwin,TXJEF22141,Janes Gully at Langham Rd.,,,TX,Jefferson County,,No,30.060095,-94.165041,25157,Janes Gully,22141,180,5,3,"Poor seed line in 10"" elm tree on downstream left floodplain.",9/24/2017 5:00:00 AM,20,2,6,Left,9993,5,3.3,1,6652,,Riverine,9/24/2017 5:00:00 AM,1,2,1727,1727,0.01,0.2,no_label,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.82832,-96.74186,28.82832,-96.74186,Harvey Aug 2017,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Jeremy McDowell,Stake,Handheld GPS,NAD83,Vidal Mendoza,Vidal Mendoza,TXVIC23170,Garcitas Creek at FM444,,,TX,Victoria County,,No,28.82832,-96.74186,25160,Riverine,23170,180,5,4,Seed line on fence post 450' from channel right bank and downstream of bridge.,9/23/2017 5:00:00 AM,20.089,2,6,Right,10142,7,2.1,1,6598,,Riverine,9/23/2017 5:00:00 AM,1,2,1853,1853,0.036,0.4,09-23-1027-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.82839,-96.74178,28.82839,-96.74178,Harvey Aug 2017,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Jeremy McDowell,Paint,Handheld GPS,NAD83,Vidal Mendoza,Vidal Mendoza,TXVIC23170,Garcitas Creek at FM444,,,TX,Victoria County,,No,28.82832,-96.74186,25161,Riverine,23170,180,2,4,Debris stack on Fence 400' from channel right bank downstream of bridge,9/23/2017 5:00:00 AM,19.887,2,6,Left,10143,3,2.75,1,6598,,Riverine,9/23/2017 5:00:00 AM,1,2,1853,1853,0.036,0.4,09-23-1031-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.82848,-96.74197,28.82848,-96.74197,Harvey Aug 2017,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Jeremy McDowell,Paint,Handheld GPS,NAD83,Vidal Mendoza,Vidal Mendoza,TXVIC23170,Garcitas Creek at FM444,,,TX,Victoria County,,No,28.82832,-96.74186,25162,Riverine,23170,180,5,4,Seed line on large hackberry tree at fenceline 350' from channel. on right bank upstream of bridge.,9/23/2017 5:00:00 AM,20.284,2,6,Right,10144,3,3.84,1,6598,,Riverine,9/23/2017 5:00:00 AM,1,2,1853,1853,0.036,0.4,09-23-1044-3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.81402,-96.8667,28.81402,-96.8667,Harvey Aug 2017,Vegetation line,VP: > 0.40 ft,NAVD88,RT-GNSS,Jeremy McDowell,Paint,Handheld GPS,NAD83,Vidal Mendoza,Vidal Mendoza,TXVIC23171,Mercado Creek at FM 21686,,,TX,Victoria County,,No,28.81402,-96.8667,25163,Riverine,23171,180,4,5,Wash line in vegetation,9/23/2017 5:00:00 AM,67.484,2,6,Left,10145,3,0,1,6599,,Riverine,9/23/2017 5:00:00 AM,1,2,1853,1853,0.036,0.9,09-23-l303-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.81388,-96.8275,28.81388,-96.8275,Harvey Aug 2017,Vegetation line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Jeremy McDowell,Paint,Handheld GPS,NAD83,Vidal Mendoza,Vidal Mendoza,TXVIC23171,Mercado Creek at FM 21686,,,TX,Victoria County,,No,28.81402,-96.8667,25164,Riverine,23171,180,4,4,Wash line in vegetation on Right bank of channel,9/23/2017 5:00:00 AM,66.032,2,6,Right,10146,3,0,1,6599,,Riverine,9/23/2017 5:00:00 AM,1,2,1853,1853,0.036,0.4,09-23-1303-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.92954,-94.16296,29.92954,-94.16296,Harvey Aug 2017,Stain line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXJEF23172,"11363 Labelle Road, Beaumont, TX",,,TX,Jefferson County,,No,29.92954,-94.16296,25165,Neches,23172,180,6,3,Good drift line in yard at address above.,9/23/2017 5:00:00 AM,10.82,2,6,N/A,9981,5,0,1,6387,,Riverine,9/23/2017 5:00:00 AM,1,2,1760,1727,0.01,0.2,0923_1030_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.0673,-94.15696,30.0673,-94.15696,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Marker,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXJEF23173,US HWY 90 (College Street) Bridge,,,TX,Jefferson County,,No,30.0673,-94.15696,25166,Neches,23173,180,5,1,Good seed line 1.35' below downstream right bridge seat,9/24/2017 5:00:00 AM,17.11,2,6,N/A,9982,4,1.1,1,6649,,Riverine,9/24/2017 5:00:00 AM,1,2,1760,1727,0.01,0.02,0924_0924_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.05554,-94.142,30.05554,-94.142,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Marker,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXJEF23174,Washington Boulevard Bridge,,,TX,Jefferson County,,No,30.05554,-94.142,25167,Neches,23174,180,5,1,Good seed line on downstream right low chord of bridge at downstream right abutment. HWM is 3.70' below top of downstream handrail. Mark verified by excellent seed line at left abutment.,9/24/2017 5:00:00 AM,14.98,2,6,N/A,9987,4,2.8,1,6389,,Riverine,9/24/2017 5:00:00 AM,1,2,1760,1727,0.01,0.05,0924_1000_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.08911,-94.16404,30.08911,-94.16404,Harvey Aug 2017,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Stake,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXJEF23175,N Circuit Drive Bridge near Curtis Elementary School,,,TX,Jefferson County,,No,30.08911,-94.16404,25168,Neches,23175,180,2,4,Fair drift line on downstream left bank downstream of bridge,9/24/2017 5:00:00 AM,22.15,2,6,N/A,9988,7,0,1,6390,,Riverine,9/24/2017 5:00:00 AM,1,2,1760,1727,0.01,0.4,0924_1200_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.781228,-95.613876,29.781228,-95.613876,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Nail,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXHAR23176,Memorial Oaks Cemetary,,,TX,Harris County,,No,29.781228,-95.613876,25169,Buffalo Bayou Trib,23176,180,5,1,good seed line on oak tree,9/26/2017 5:00:00 AM,80.45,2,6,N/A,10044,5,3.4,1,6570,,Riverine,9/25/2017 5:00:00 AM,1,2,1760,1727,0.2,0.05,0925_0740_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.92373,-95.58727,29.92373,-95.58727,Harvey Aug 2017,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Jeremy McDowell,Nail,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXHAR23177,Behind Kindred Hospital Houston Nortwest,,,TX,Harris County,,No,29.92373,-95.58727,25171,White Oak Bayou,23177,180,5,2,fair seed line on 6-in birch tree,9/26/2017 5:00:00 AM,115.8,2,6,N/A,10047,5,4.9,1,6571,,Riverine,9/25/2017 5:00:00 AM,1,2,1760,1727,0.2,0.1,0925_1215_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.88749,-95.5557,29.88749,-95.5557,Harvey Aug 2017,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Jeremy McDowell,Stake,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXHAR23178,Lakeview Drive bridge,,,TX,Harris County,,No,29.88749,-95.5557,25173,White Oak Bayou,23178,180,2,2,good seed and drift on downstream left bank,9/26/2017 5:00:00 AM,97.49,2,6,N/A,10050,7,0,1,6572,,Riverine,9/25/2017 5:00:00 AM,1,2,1760,1727,0.2,0.1,0925_1315_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.88837,-95.57372,29.88837,-95.57372,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Marker,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXHAR23179,Rio Grande Street bridge,,,TX,Harris County,,No,29.88837,-95.57372,25175,White Oak Bayou Trib,23179,180,5,1,"excellent seed line 0.23 ft below downstream left bridge seat, which is 1.82 ft below survey TBM
(verified by drift line)",9/26/2017 5:00:00 AM,102.54,2,6,N/A,10055,4,1.2,1,6573,,Riverine,9/25/2017 5:00:00 AM,1,2,1760,1727,0.2,0.02,0925_1425_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.86061,-95.52413,29.86061,-95.52413,Harvey Aug 2017,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Jeremy McDowell,Stake,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXHAR23180,Fairbanks North Houston Road bridge,,,TX,Harris County,,No,29.86061,-95.52413,25177,Cole Creek,23180,180,2,4,drift line on downstream right bank about 100 ft downstream of bridge,9/26/2017 5:00:00 AM,86.04,2,6,Right,10059,7,0,1,6574,,Riverine,9/25/2017 5:00:00 AM,1,2,1760,1727,0.2,0.4,0925_1600_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.88709,-95.5325,29.88709,-95.5325,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Marker,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXHAR23181,Woodwind Lakes Drive bridge,,,TX,Harris County,,No,29.88709,-95.5325,25179,Rolling Fork,23181,180,5,1,seed line 1.24 ft below top of pile cap at 1st pile bent left of right abutment. Top of pile cap is 2.82 ft below bridge curb where survey TBM,9/26/2017 5:00:00 AM,94.68,2,6,N/A,10062,4,4,1,6575,,Riverine,9/26/2017 5:00:00 AM,1,2,1760,1727,0.2,0.05,0926_1020_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.876836,-95.524423,29.876836,-95.524423,Harvey Aug 2017,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Jeremy McDowell,Stake,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXHAR23182,Fairbanks North Houston Road bridge,,,TX,Harris County,,No,29.876836,-95.524423,25180,White Oak Bayou,23182,180,5,3,seed line on left bank downstream of bridge,9/26/2017 5:00:00 AM,90.36,2,6,N/A,10064,7,0,1,6576,,Riverine,9/26/2017 5:00:00 AM,1,2,1760,1727,0.2,0.2,0926_1050_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.76639,-95.57567,29.76639,-95.57567,Harvey Aug 2017,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Jeremy McDowell,Nail,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXHAR23183,Wilcrest Drive bridge,,,TX,Harris County,,No,29.76639,-95.57567,25182,White Oak Bayou,23183,180,5,3,10-in oak tree on downstream left floodplain,9/26/2017 5:00:00 AM,73.53,2,6,N/A,10066,5,0.6,1,6577,,Riverine,9/26/2017 5:00:00 AM,1,2,1760,1727,0.2,0.2,0926_1330_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.75367,-95.54056,29.75367,-95.54056,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Marker,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXHAR23184,"107 Beaver Trail Point, Houston, TX",,,TX,Harris County,,No,29.75367,-95.54056,25184,Buffalo Bayou,23184,180,5,1,front door of house at 107 Beaver Trail Poin,9/26/2017 5:00:00 AM,67.76,2,6,N/A,10077,4,2,1,6578,,Riverine,9/26/2017 5:00:00 AM,1,2,1760,1727,0.2,0.02,0926_1425_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.88312,-95.46774,29.88312,-95.46774,Harvey Aug 2017,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Jeremy McDowell,Stake,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXHAR23185,W Gulf Bank Road Bridge,,,TX,Harris County,,No,29.88312,-95.46774,25185,Vogel Creek,23185,180,2,3,Downstream right bank just downstream of bridge,9/27/2017 5:00:00 AM,77.82,2,6,Right,10082,7,0,1,,,Riverine,9/27/2017 5:00:00 AM,1,2,1760,1727,0.2,0.2,0927_0810_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.86273,-95.46898,29.86273,-95.46898,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Marker,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXHAR23186,Christian Outreach Center on W Little York Road,,,TX,Harris County,,No,29.86273,-95.46898,25187,White Oak Bayou,23186,180,5,1,door facing west and creek. HWM is 1.94 ft above the slab. Mark verified by many other seed lines. No 2nd HWM needed.,9/27/2017 5:00:00 AM,75.02,2,6,N/A,10085,4,1.9,1,6579,,Riverine,9/27/2017 5:00:00 AM,1,2,1760,1727,0.2,0.02,0927_0850_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.83264,-95.45286,29.83264,-95.45286,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Jeremy McDowell,Marker,Handheld GPS,NAD83,Kristine Blickenstaff,Trent Baldwin,TXHAR23187,W 43rd Street Bridge,,,TX,Harris County,,No,29.83264,-95.45286,25188,White Oak Bayou,23187,180,5,1,left abutment at downstream bridge. Seed line is 3.40' below curb at Upstream left abutment of downstream bridge.,9/27/2017 5:00:00 AM,65.5,2,6,N/A,10103,4,1.8,1,6581,,Riverine,9/27/2017 5:00:00 AM,1,2,1760,1727,0.2,0.05,0927_0930_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
